Time,ID,LOGCAP,LOGLAB_01,LOGPROD
1965,3333,6.108580694,0.281111797,1.419165818
1966,3333,6.158037747,0.321904583,1.445489793
1967,3333,6.291939441,0.277609424,1.302053969
1968,3333,6.372978434,0.372588235,1.186224813
1969,3333,6.377237022,0.45029882,1.287561861
1970,3333,6.371782773,0.382215062,1.196176502
1971,3333,6.347564326,0.186300278,0.785507648
1972,3333,6.366814031,0.097137549,1.086777432
1973,3333,6.374513616,0.081599874,1.23673996
1974,3333,6.423084613,-0.024008035,1.480310354
1975,3333,6.448572888,-0.139025662,1.153349533
1976,3333,6.481117606,-0.129634139,1.031034469
1977,3333,6.558339637,-0.163037809,0.677864681
1978,3333,6.595370594,-0.11310139,0.686756745
1979,3333,6.711253659,0.038577241,0.935248186
1980,3333,6.684861696,-0.320051345,-0.106693344
1981,3333,6.694314503,-0.499335654,0.301525827
1982,3333,6.627512136,-0.85296382,-0.343237702
1983,3333,6.629891515,-1.115358945,0.116068558
1984,3333,6.568779912,-1.138349347,0.043689748
1985,3333,6.537415973,-1.094354622,-0.204834131
1986,3333,6.477741298,-1.243463274,-0.498130341
1987,3333,6.403408621,-1.152013065,0.123102197
1988,3333,6.305362462,-1.109278963,0.693175795
1989,3333,6.238519918,-1.057086651,0.743569674
1990,3333,6.169819916,-1.030501454,0.57086376
1991,3333,6.103899976,-1.10977635,0.403300963
1992,3333,6.041444479,-1.235985808,0.190199883
1993,3333,5.978632568,-1.310393391,0.11708987
1994,3333,5.917010361,-1.365238773,0.176787296
1958,3334,8.414163291,1.088094027,2.621787549
1959,3334,8.426173793,1.188694503,2.790108953
1960,3334,8.42156296,1.173545247,2.80479754
1961,3334,8.417593826,1.092026277,2.753893729
1962,3334,8.39212871,1.171400394,2.778721904
1963,3334,8.407713091,1.229665916,2.824400603
1964,3334,8.419183371,1.313415328,2.904272386
1965,3334,8.443848005,1.364001793,3.030811237
1966,3334,8.483615725,1.396475388,3.135453221
1967,3334,8.543951961,1.4968497,3.217991602
1968,3334,8.573384471,1.529750622,3.251032777
1969,3334,8.609261759,1.631432133,3.172819681
1970,3334,8.638560906,1.654306038,3.081483648
1971,3334,8.638596333,1.57153923,2.903729704
1972,3334,8.651706602,1.678758504,2.990454817
1973,3334,8.674914631,1.833571093,3.161262542
1974,3334,8.740512727,1.841265283,3.338413943
1975,3334,8.750635528,1.743511899,3.162732761
1976,3334,8.746557355,1.861751639,3.291475024
1977,3334,8.769320622,1.994181434,3.530344676
1978,3334,8.760327588,2.081717894,3.452999463
1979,3334,8.75126877,2.175613609,3.51236103
1980,3334,8.74630291,2.202375976,3.630327696
1981,3334,8.766861822,2.114674052,3.374210623
1982,3334,8.782230802,1.816056126,2.585885702
1983,3334,8.789355452,1.784891313,2.870693483
1984,3334,8.785141834,1.843215241,2.928792393
1985,3334,8.771153006,1.645470483,2.222800099
1986,3334,8.717289176,1.429699668,2.335979909
1987,3334,8.643103114,1.436274293,2.944491609
1988,3334,8.569500971,1.585982082,3.567625202
1989,3334,8.499477186,1.608054183,3.307189538
1990,3334,8.436807091,1.616421486,2.984386493
1991,3334,8.381923145,1.610447915,2.658297481
1992,3334,8.332163972,1.635638967,2.609822855
1993,3334,8.276801747,1.488601996,2.247485323
1994,3334,8.215898892,1.428485765,2.673974359
1958,3341,6.442062345,0.519683641,1.664137289
1959,3341,6.446988855,0.683969742,1.776601151
1960,3341,6.461780628,0.728945908,1.767319953
1961,3341,6.501589926,0.775311173,1.832747548
1962,3341,6.519884479,0.789957329,1.862960693
1963,3341,6.569621663,0.71323619,2.040815262
1964,3341,6.608270494,0.844304954,2.17780113
1965,3341,6.687482603,0.796851436,2.058399234
1966,3341,6.76029881,0.858599587,2.230339621
1967,3341,6.807603397,0.880561525,2.121594154
1968,3341,6.885918584,0.946045074,2.202890681
1969,3341,6.960157958,0.977124785,2.327051502
1970,3341,7.034211703,0.866461048,2.167578895
1971,3341,7.049688775,0.799316843,1.968165674
1972,3341,7.081708586,0.970021829,2.304390338
1973,3341,7.09845828,0.957954743,2.551680852
1974,3341,7.136960422,1.081808895,3.072050411
1975,3341,7.184174159,0.918671829,2.411775771
1976,3341,7.290292882,0.994400336,2.450930577
1977,3341,7.377821406,1.073070282,2.584519121
1978,3341,7.444307127,1.111733363,2.532626051
1979,3341,7.480710274,1.333304409,2.785115286
1980,3341,7.532677151,1.191075635,2.664949394
1981,3341,7.604595631,1.216896172,2.427147567
1982,3341,7.64377036,1.059423637,1.981864251
1983,3341,7.633514847,0.952416878,2.239056564
1984,3341,7.650787262,1.015381749,2.323672039
1985,3341,7.660915129,0.866271512,2.108800798
1986,3341,7.647165624,0.771439746,2.149725937
1987,3341,7.631722602,0.621113978,2.248445647
1988,3341,7.61682502,0.717538118,2.434947575
1989,3341,7.620901146,0.831687613,2.534516885
1990,3341,7.620803121,0.793804657,2.295492135
1991,3341,7.603499085,0.682857628,1.953197481
1992,3341,7.62554629,0.756972759,2.374853535
1993,3341,7.624228285,0.741139363,2.460643682
1994,3341,7.617759577,0.846992193,2.759698426
1958,3351,7.248859628,1.780032748,2.77063872
1959,3351,7.28954226,1.953710186,2.977389527
1960,3351,7.310349604,1.754098607,2.761124365
1961,3351,7.32593916,1.800713339,2.795508012
1962,3351,7.365686327,1.880279415,2.788630281
1963,3351,7.408651772,1.909909692,2.781040027
1964,3351,7.455645447,1.944820193,2.860920793
1965,3351,7.522724678,1.965958735,3.002860843
1966,3351,7.58928524,2.046721622,3.349202349
1967,3351,7.658085873,1.907809328,3.076083974
1968,3351,7.716416256,1.937555907,3.098765821
1969,3351,7.747294548,2.018018279,3.113386647
1970,3351,7.82084088,1.877959924,2.914117686
1971,3351,7.835500161,1.844729259,2.855197274
1972,3351,7.823565896,1.950388868,2.97102712
1973,3351,7.837712202,2.032361457,3.161066885
1974,3351,7.867718339,1.929926848,3.053134274
1975,3351,7.860647913,1.654958502,2.595688879
1976,3351,7.852050207,1.819848505,2.887781999
1977,3351,7.853721311,1.76415287,2.820141358
1978,3351,7.861495926,1.819333561,2.934676147
1979,3351,7.873635855,1.917605991,2.9933387
1980,3351,7.8786857,1.720974403,2.712630265
1981,3351,7.873788103,1.70965909,2.739262434
1982,3351,7.867373664,1.329810083,2.417001982
1983,3351,7.865955414,1.393038243,2.594938972
1984,3351,7.864573562,1.466472402,2.636318986
1985,3351,7.865993771,1.351813379,2.413334711
1986,3351,7.864995997,1.359490926,2.499380012
1987,3351,7.849635782,1.430789601,2.778943488
1988,3351,7.847137342,1.457698564,2.861289568
1989,3351,7.861264721,1.452970232,2.7430008
1990,3351,7.852555719,1.418378705,2.711763952
1991,3351,7.861534455,1.35502579,2.467012497
1992,3351,7.847215513,1.277105177,2.50754974
1993,3351,7.834194342,1.330845917,2.58777258
1994,3351,7.844005489,1.438121608,2.948868103
1958,3353,7.812054398,1.437252873,2.427091673
1959,3353,7.852788946,1.609165252,2.551496934
1960,3353,7.877586778,1.526863211,2.401128998
1961,3353,7.910003499,1.557524412,2.440491069
1962,3353,7.935658939,1.623673772,2.506178893
1963,3353,7.95096056,1.709238996,2.660562101
1964,3353,7.970014738,1.743885415,2.551647082
1965,3353,8.022437748,1.826470853,2.613781643
1966,3353,8.097669726,1.943225634,2.777062758
1967,3353,8.145926591,1.859635412,2.832285644
1968,3353,8.189660874,1.891460791,2.862226222
1969,3353,8.222446221,1.950385789,2.889680578
1970,3353,8.284302289,1.835009816,2.751726533
1971,3353,8.307829264,1.853130989,2.740645082
1972,3353,8.322807151,1.92617291,2.82605985
1973,3353,8.328088682,2.029938682,3.067604132
1974,3353,8.34188697,2.032670971,3.39624027
1975,3353,8.345004127,1.82704265,2.939384186
1976,3353,8.353779744,2.026874755,3.071294538
1977,3353,8.367021253,2.113032526,3.139910664
1978,3353,8.391947378,2.211403853,3.395076815
1979,3353,8.434463544,2.245280563,3.324684387
1980,3353,8.484132665,2.192254279,3.17065118
1981,3353,8.540499478,2.188985687,3.159221899
1982,3353,8.566288071,2.015652856,2.60536145
1983,3353,8.566288071,2.06183541,2.829719894
1984,3353,8.585561868,2.022466362,2.927863079
1985,3353,8.611775834,1.981420359,2.940442437
1986,3353,8.623083567,1.931609928,3.138608002
1987,3353,8.650552069,1.885553349,2.884800713
1988,3353,8.686699651,1.896519775,2.941970332
1989,3353,8.720770567,1.875571622,2.854775483
1990,3353,8.768387613,1.864743947,3.113071877
1991,3353,8.792261038,1.802659898,3.105476524
1992,3353,8.789690558,1.801591193,3.305947336
1993,3353,8.761659782,1.777865096,3.100085469
1994,3353,8.738110266,1.725084204,3.083203575
1958,3354,7.328371691,0.955252527,1.945178213
1959,3354,7.369348641,1.127462245,2.069816776
1960,3354,7.394247226,1.045711875,1.919336161
1961,3354,7.426608594,1.075651642,1.958853765
1962,3354,7.452344445,1.141355216,2.0244203
1963,3354,7.467713865,1.227691582,2.178937328
1964,3354,7.486837503,1.262074998,2.069759647
1965,3354,7.539186618,1.344632766,2.131852503
1966,3354,7.614460137,1.461062966,2.295346836
1967,3354,7.662843861,1.377774508,2.350620075
1968,3354,7.706657897,1.40972866,2.380420244
1969,3354,7.739533328,1.468719047,2.407916917
1970,3354,7.801432236,1.353435456,2.269726188
1971,3354,7.825045511,1.371103166,2.258861666
1972,3354,7.840076828,1.445670309,2.344228642
1973,3354,7.825285243,1.567547003,2.5281932
1974,3354,7.845611789,1.47982831,2.727481123
1975,3354,7.830664063,1.115962001,2.197498101
1976,3354,7.804903965,1.326209654,2.34037433
1977,3354,7.787382026,1.515365929,2.459069962
1978,3354,7.788294473,1.585897199,2.59302504
1979,3354,7.791522819,1.601821615,2.686776331
1980,3354,7.78638568,1.514774789,2.560492838
1981,3354,7.783682245,1.468005955,2.459770897
1982,3354,7.770898367,1.393399718,2.30858551
1983,3354,7.771151435,1.453810941,2.333482469
1984,3354,7.775107836,1.554214323,2.562408432
1985,3354,7.787796878,1.556093116,2.514180717
1986,3354,7.786676383,1.53602126,2.430030569
1987,3354,7.785887134,1.618794007,2.64240885
1988,3354,7.772752716,1.587367261,2.685386136
1989,3354,7.766120244,1.608054183,2.646694622
1990,3354,7.763871288,1.560958467,2.576538243
1991,3354,7.75328014,1.480097037,2.509899299
1992,3354,7.754524428,1.349327246,2.451439101
1993,3354,7.738923757,1.42540286,2.619211153
1994,3354,7.738357395,1.54135097,2.807784373
1958,3355,5.238036436,-1.056208149,-0.06639872
1959,3355,5.287761853,-0.880005797,0.058263842
1960,3355,5.316648323,-0.964900609,-0.091728084
1961,3355,5.352331955,-0.931030545,-0.050457896
1962,3355,5.380358077,-0.868657819,0.016251312
1963,3355,5.398615088,-0.779337383,0.168793955
1964,3355,5.421419564,-0.750948323,0.061545615
1965,3355,5.476045054,-0.662646329,0.121197413
1966,3355,5.555669089,-0.549434761,0.284429472
1967,3355,5.607638614,-0.630555901,0.340835896
1968,3355,5.65459223,-0.600143808,0.370553646
1969,3355,5.691372455,-0.541341349,0.398816864
1970,3355,5.755425708,-0.65802522,0.260325244
1971,3355,5.781669013,-0.637368964,0.249651386
1972,3355,5.79818315,-0.155758407,0.334341086
1973,3355,5.816217904,-0.019043652,0.964135778
1974,3355,5.852777027,-0.034913269,1.065889601
1975,3355,5.90481674,-0.354404338,1.013067578
1976,3355,5.943061808,-0.142239348,1.093158371
1977,3355,5.976350909,-0.026721252,1.345312618
1978,3355,6.006599435,0.10607032,1.348233584
1979,3355,6.070968648,0.146790826,1.740203583
1980,3355,6.14525802,0.08790753,2.004573718
1981,3355,6.161840033,0.032978735,1.808563165
1982,3355,6.166047908,-0.658807806,-1.02326994
1983,3355,6.125120932,-0.779869026,0.450532762
1984,3355,6.105908682,-0.859177964,0.59345618
1985,3355,6.094246742,-0.916234752,0.574893671
1986,3355,6.070275728,-1.008955965,0.234074567
1987,3355,6.024899323,-1.771956842,0.088926209
1988,3355,5.982676041,-1.805363003,0.453331667
1989,3355,5.951423498,-1.928809064,-0.756088803
1990,3355,5.900445149,-2.033346838,-0.714334484
1991,3355,5.851915082,-1.672678371,-0.249070467
1992,3355,5.832175689,-1.356315688,0.081886532
1993,3355,5.794841206,-1.403260075,0.45659701
1994,3355,5.751937517,-1.661395473,0.367312528
1958,3313,6.978493293,0.563486263,1.858492956
1959,3313,6.962811485,0.685757052,1.878596684
1960,3313,6.986289157,0.607149772,1.625137173
1961,3313,6.967626676,0.527176398,1.625108183
1962,3313,6.939060129,0.563324726,1.702525972
1963,3313,6.951580759,0.538489179,1.590768911
1964,3313,6.96432463,0.673347156,1.611764168
1965,3313,6.975694262,0.659953037,1.956319
1966,3313,7.001063456,0.574495336,1.836400064
1967,3313,7.032006241,0.589472294,1.78246352
1968,3313,7.065698757,0.627734518,1.762433196
1969,3313,7.091825306,0.652434717,1.873536697
1970,3313,7.097300681,0.656141759,1.670006538
1971,3313,7.103650956,0.588948483,1.824026267
1972,3313,7.129297549,0.55853121,1.66685905
1973,3313,7.142906449,0.579146228,1.579987355
1974,3313,7.189092264,0.592525115,2.200556888
1975,3313,7.245583738,0.492103945,1.999335918
1976,3313,7.286602589,0.480857319,1.670786392
1977,3313,7.330143054,0.582467008,1.554353603
1978,3313,7.337913,0.556343678,1.385153281
1979,3313,7.340446373,0.699053639,1.851072609
1980,3313,7.314552832,0.5572883,1.723161258
1981,3313,7.292609433,0.436436213,1.542257183
1982,3313,7.320791653,0.000983781,0.747089536
1983,3313,7.280697195,-0.226238118,0.773999035
1984,3313,7.227952943,-0.026268841,1.2808882
1985,3313,7.188337205,-0.164322262,1.195253552
1986,3313,7.136880902,-0.375462832,0.757533984
1987,3313,7.09796233,-0.291690094,1.083837003
1988,3313,7.071912865,0.005814552,1.592692192
1989,3313,7.045166635,0.059240893,1.577171744
1990,3313,7.014365014,-0.034090708,1.352203653
1991,3313,6.974665984,-0.081845647,1.17399775
1992,3313,6.942639681,-0.05286851,1.252306577
1993,3313,6.898108902,-0.090041694,1.14765214
1994,3313,6.855514167,-0.083953372,1.175316126
1958,3357,7.018401799,1.923939393,2.944731633
1959,3357,7.060218822,2.035683769,3.105966438
1960,3357,7.14076995,2.029913813,3.075733447
1961,3357,7.224243443,1.983891182,2.815165692
1962,3357,7.307671688,2.062861084,3.097637778
1963,3357,7.367834827,2.094974734,3.129002377
1964,3357,7.419140746,2.109641603,3.233853804
1965,3357,7.508951631,2.270739112,3.474543496
1966,3357,7.643626644,2.403355599,3.75046366
1967,3357,7.863305185,2.384355435,3.711747004
1968,3357,8.022372142,2.305051821,3.515565868
1969,3357,8.088960866,2.346073815,3.523008728
1970,3357,8.139848959,2.302827419,3.591941692
1971,3357,8.203851372,2.250596054,3.466941796
1972,3357,8.261862136,2.400165022,3.563979035
1973,3357,8.300925944,2.477946559,3.708490744
1974,3357,8.354250643,2.460717832,3.923222971
1975,3357,8.390994846,2.16667262,3.513279907
1976,3357,8.409073317,2.252383229,3.530871614
1977,3357,8.412920972,2.341618437,3.597076761
1978,3357,8.428143375,2.386560725,3.662699347
1979,3357,8.452185227,2.394432245,3.735531152
1980,3357,8.457804056,2.347098831,3.678424205
1981,3357,8.474452691,2.311325384,3.611806919
1982,3357,8.490356281,2.282888669,3.500888013
1983,3357,8.500799547,2.259609708,3.437794227
1984,3357,8.507425644,2.366138613,3.626775467
1985,3357,8.515772182,2.285762587,3.58561961
1986,3357,8.524824003,2.225170212,3.528975259
1987,3357,8.521304727,2.312634429,3.744668876
1988,3357,8.516112608,2.332623104,3.813480811
1989,3357,8.515331459,2.309376809,3.808197383
1990,3357,8.515792211,2.230200886,3.723933121
1991,3357,8.509967146,2.184698648,3.61942155
1992,3357,8.517233191,2.247309414,3.716334453
1993,3357,8.518032839,2.268271789,3.802423058
1994,3357,8.544808358,2.339339591,3.884247289
1958,3361,6.930885696,1.45246872,2.090872649
1959,3361,6.960252848,1.679669982,2.336816639
1960,3361,7.008143453,1.664940066,2.304772975
1961,3361,7.021530293,1.631892469,2.282215427
1962,3361,7.035796629,1.808569909,2.517247074
1963,3361,7.049775539,1.770796889,2.450943742
1964,3361,7.086821543,1.832783448,2.540444672
1965,3361,7.142985491,1.906190302,2.655444584
1966,3361,7.216856319,1.993723519,2.762551023
1967,3361,7.260803655,2.014265134,2.766006479
1968,3361,7.302092029,2.058309452,2.83747882
1969,3361,7.380006381,2.112784759,2.885137608
1970,3361,7.422612764,1.976973812,2.744030899
1971,3361,7.429817535,1.891815242,2.710846789
1972,3361,7.454141078,2.060281401,2.862927771
1973,3361,7.459166069,2.190651859,2.980563458
1974,3361,7.532355917,2.191131747,2.998266892
1975,3361,7.61574181,2.0035266,2.814863309
1976,3361,7.658935491,2.157169458,2.983927562
